company,ipo,founding
STIFEL FINANCIAL,19830719,1890
CHAD THERAPEUTICS,19830720,1982
GTECH CORPORATION,19830720,1980
MCDONALD & CO.,19830720,1929
AIA INDUSTRIES,19830721,1981
AN-CON GENETICS,19830721,1982
"ENDOTRONICS, INC.",19830721,1968
KINCAID FURNITURE,19830721,1946
TELXON CORPORATION,19830721,1969
WRIGHT LABORATORIES,19830721,1978
ZY MOS CORPORATION,19830721,1978
DAIRY MART STORES,19830722,1972
SAN FRANCISCO BANCORP,19830725,1980
"CME-SAT, INC.",19830726,1982
"DRUG SYSTEMS, INC.",19830726,1981
FIRST FED. ARIZONA,19830726,1934
FREY ASSOCIATES,19830727,1974
HORIZON INDUSTRIES,19830727,1968
LIFELINE SYSTEMS,19830727,1974
HEALTHAMERICA CORP.,19830728,1980
VICTORIA FINANCIAL,19830728,1976
LEGG MASON,19830729,1970
PROVIDENT INSTITUT.,19830729,1939
U.S. CAPITAL CORP.,19830729,1980
CHIRON CORP.,19830802,1981
COMPUTERCRAFT INC.,19830802,1977
CONVENIENT FOOD MART,19830802,1958
FIRST FEDERAL AUSTIN,19830802,1955
FIRST INDIANA FED.,19830802,1904
HEI CORPORATION,19830802,1978
KEY IMAGE SYSTEMS,19830802,1977
"MACK TRUCKS, INC.",19830802,1900
ZIYAD INC.,19830802,1979
CARDIOSEARCH INC.,19830803,1979
FIN'L. INST. SERVICE,19830803,1971
INFORMATION SCIENCE,19830803,1965
P.C. TELEMART INC.,19830803,1982
APPLIED CIRCUIT,19830804,1977
BIG BEAR INC.,19830804,1976
CARDINAL DISTRIB.,19830804,1971
COOPER BIOMEDICAL,19830804,1980
"LADD FURNITURE, INC.",19830804,1927
SATELLITE SYNDICATED,19830804,1978
CROWN BOOKS CORP.,19830809,1977
KNOLL INTERNATIONAL,19830809,1938
MANUFACTURED HOMES,19830809,1975
"AVACARE, INC.",19830810,1980
"GUEST SUPPLY, INC.",19830810,1980
THERMEDICS INC.,19830810,1966
TOTAL SYSTEMS SVCS.,19830810,1982
EQUITEC FINANCIAL,19830811,1972
FDP CORPORATION,19830812,1968
FINALCO GROUP,19830812,1968
"GULL, INC.",19830816,1966
OLD FASHION FOODS,19830816,1968
VITA PLUS INDUSTRIES,19830816,1975
DIAMOND-BATHURST,19830817,1874
AMC ENTERTAINMENT,19830818,1968
BANKVERMONT CORP.,19830818,1983
"CABLEGUARD, INC.",19830818,1980
CINTAS CORPORATION,19830818,1968
GREAT AMERICAN FEDERAL,19830818,1901
MAXICARE HEALTH,19830818,1973
TELEVISION TECHNOL.,19830818,1967
MCLEAN INDUSTRIES,19830819,1976
BALLARD MEDICAL,19830822,1978
"GAMES NETWORK, INC.",19830822,1983
TRI-COUNTY S & L,19830822,1975
BINDLEY WESTERN IND.,19830824,1970
ABM COMPUTER SYSTEMS,19830825,1982
AIRCAL INC.,19830825,1971
"AULT, INC.",19830825,1961
COMMONWEALTH S&L,19830825,1980
DATASOUTH COMPUTER,19830825,1977
HAMMOND CO.,19830825,1982
KAYPRO CORPORATION,19830825,1953
SYNBIOTICS CORP.,19830825,1982
WEDTECH CORPORATION,19830825,1965
"ATCOR, INC.",19830826,1959
"PAYCHEX, INC.",19830826,1979
STRATUS COMPUTER,19830826,1980
FAMILY HEALTH SYSTEMS,19830829,1983
CARTERET SAVINGS,19830830,1939
CULP INC.,19830830,1972
AMBULATORY MEDICAL,19830831,1983
NORTHERN AIR FREIGHT,19830831,1970
"SHOE-TOWN, INC.",19830831,1932
AMERICAN PHYSICIANS SERVICE,19830901,1974
CELL PRODUCTS,19830901,1982
JUNO LIGHTING INC.,19830901,1976
HOVNANIAN ENTERPRISES,19830907,1967
WILLIAM BYRD PRESS,19830907,1913
BLOOMFIELD S&L ASSN.,19830908,1982
HEALTHGROUP INT'L,19830908,1979
"BKW, INC.",19830909,1981
Aluminum Co of Canada,19830912,1902
"WINTERHALTER, INC.",19830912,1978
AMPAD CORP.,19830913,1900
EQUATORIAL COMMUNIC.,19830913,1979
FIRST DATA RESOURCES,19830913,1971
HORIZON HEALTH CORP.,19830913,1981
COMP-U-CARD,19830914,1973
FIRST SOUTHERN FED.,19830914,1934
PHIL SAVINGS FUND SOC,19830914,1901
PREFERRED HEALTH CARE CORP,19830914,1983
S&K FAMOUS BRANDS,19830914,1967
SECOND NAT'L S & L,19830914,1924
EATON FINANCIAL,19830915,1974
INNOVATIVE SOFTWARE,19830915,1980
PROVINCETOWN-BOSTON,19830915,1949
"S-P DRUG CO., INC.",19830915,1976
TENDER LOVING CARE,19830915,1978
Z-AXIS CORPORATION,19830915,1983
PEARLE HEALTH SERVICES,19830916,1965
A&M FOOD SERVICES,19830920,1973
ALFIN FRAGRANCES,19830920,1980
RENAL SYSTEMS,19830920,1974
KMW SYSTEMS CORP.,19830921,1977
NORTHEAST SAVINGS,19830921,1901
RESTEC SYSTEMS,19830921,1983
ADVANCED GENETIC SCI,19830922,1979
COMPUTRAC INSTRUM.,19830922,1976
CREATIVE COMP. APPLIC,19830922,1978
FIRST FED. FT. MYERS,19830922,1934
STERIVET LABS. LTD.,19830922,1968
SYMS CORP.,19830922,1959
ATLANTIC FINANCIAL FED,19830923,1982
NORTH ATLANTIC TECH,19830923,1980
MEDICAL STERILIZATION,19830926,1982
CONT'L HEALTHCARE SYSTEMS,19830927,1981
UNIVERSAL MONEY CENTER,19830927,1982
"ENERGY FACTORS, INC.",19830928,1982
FIRST DATA MANAGEMENT,19830928,1969
PROTOCOL COMPUTERS,19830928,1976
BIO-TECHNOLOGY GENERAL,19830929,1980
CERPROBE CORPORATION,19830929,1976
"EXOVIR, INC.",19830929,1981
PARAGON COMMUNICATION SYST,19830929,1983
RESTAURANT SYSTEMS (RSI),19830929,1974
VIEW-MASTER INT'L,19830929,1938
ROBERT C. BROWN,19830930,1974
MAVERICK RESTAURANTS,19831004,1980
MCS TELECOMMUNIC.,19831004,1980
MEDIFLEX SYSTEMS,19831004,1969
NATIONAL LUMBER,19831004,1965
SUMMIT HEALTH LTD.,19831004,1977
VALID LOGIC SYSTEMS,19831004,1981
GLENDALE FEDERAL S&L,19831005,1934
PARLEX CORPORATION,19831005,1970
SPI PHARMACEUTICALS,19831005,1981
SYNERGEX CORPORATION,19831005,1948
UNIVERSAL FURNITURE,19831005,1973
AMERICAN EDUCATIONAL COMP,19831006,1981
CHANCELLOR CORP.,19831006,1977
"COPYTELE, INC.",19831006,1982
DATACOPY CORP.,19831006,1973
DESIGNHOUSE INT'L,19831006,1973
LOTUS DEVELOPMENT,19831006,1982
STANFORD TELECOMM.,19831006,1973
SURGICARE CORPORATION,19831006,1982
ESPRIT SYSTEMS,19831007,1983
HYPONEX CORPORATION,19831007,1979
INFO. SOLUTION,19831007,1980
INT'L HYDRON CORP.,19831007,1978
RADIONICS INC.,19831007,1975
COMMAND AIRWAYS,19831011,1966
FIBRONICS INT'L,19831011,1977
CLASSIC CORPORATION,19831012,1971
SEEQ TECHNOLOGY,19831012,1981
TRIBUNE CO.,19831012,1901
JEFFERIES GROUP,19831013,1962
LEECO DIAGNOSTICS,19831013,1978
PO' FOLKS,19831013,1982
ROONEY PACE GROUP,19831013,1978
VLI CORPORATION,19831013,1981
"ENDEVCO, INC.",19831014,1977
PENINSULA S&L ASSN.,19831014,1954
RUSTY PELICAN RESTAU.,19831014,1972
UTD. OKLAHOMA BANK.,19831014,1974
"ATV SYSTEMS, INC.",19831018,1981
ELECTRO SCIENTIFIC,19831018,1953
MERCHANTS COOPERATIVE,19831018,1901
BUILDER'S TRANSPORT,19831020,1962
CASEY'S GENERAL STORE,19831020,1967
E-Z-EM INC.,19831020,1962
SAVERS FEDERAL S&L,19831020,1955
WHEELED COACH IND.,19831020,1976
CIRCUS CIRCUS,19831025,1974
CALIFORNIA BIOTECH.,19831026,1981
COAST FEDERAL S&L,19831026,1935
CRAFT HOUSE CORP.,19831026,1973
PARK COMMUNICATIONS,19831026,1971
UNIV. DEVELOPMENT,19831026,1968
INDEPENDENCE HEALTH,19831027,1978
MCGREGOR CORP.,19831027,1921
MEDIPLEX GROUP,19831027,1959
NI INDUSTRIES,19831027,1930
RICHARDSON ELEC.,19831027,1981
"DATAKEY, INC.",19831028,1976
MR. GASKET CO.,19831028,1964
LANE TELECOMM.,19831102,1976
FIRST FED. CHARLSTN.,19831103,1934
FUDDRUCKERS INC.,19831103,1979
MINISCRIBECORP.,19831103,1980
SELECT INFORMATION,19831103,1980
SYSTEMS INTEGRATORS,19831103,1973
TERAK CORP.,19831103,1975
AMERIWEST FINANCIAL,19831104,1983
TLS CO.,19831104,1968
UNITED FED. SAVING,19831104,1902
PELE MEDI-CORP.,19831107,1983
LEVITT CORP.,19831108,1947
"AIR ONE, INC.",19831109,1981
MEDSTAT SYSTEMS,19831109,1981
PERSONAL COMPUTER,19831109,1982
SOUTH BOSTON SAVINGS,19831109,1901
TRILOGY LTD.,19831109,1980
BIOSENSOR CORP.,19831110,1982
CHEMICAL FABRICS,19831110,1968
COMPUCARE INC.,19831110,1975
IMEX MEDICAL SYSTEMS,19831110,1976
J.P. INDUSTRIES,19831110,1977
JEFFERSON SMURFIT,19831110,1976
"PARISIAN, INC.",19831110,1920
PHYSIO TECHNOLOGY,19831110,1981
RID-A-BUG COMPANY,19831110,1980
SAFEGUARD HEALTH,19831110,1974
SCOPAS TECHNOLOGIES,19831110,1981
VERMONT FEDERAL BANK,19831110,1901
VIRGINIA BEACH FEDERAL,19831110,1935
CHANCELLOR COMPUTER,19831114,1982
ANDOVER CONTROLS,19831115,1976
HCW OIL & GAS INC.,19831115,1981
THE FEDERATED GROUP,19831115,1976
MAGNET BANK,19831116,1934
"MELRIDGE, INC.",19831116,1929
PEAK HEALTH CARE,19831116,1979
PANCRETEC INC.,19831117,1983
APPLIED DATA,19831118,1972
DALLAS FEDERAL S&L,19831118,1919
FARM & HOME SAVING,19831118,1901
RENT-A-CENTER,19831118,1983
WESTERN MICRO TECH.,19831118,1975
FORSCHNER GROUP,19831121,1974
"ACTMEDIA, INC.",19831122,1971
BOSTON 5-CENT SAV.,19831122,1901
"CML GROUP, INC.",19831122,1969
FOLKS RESTAURANT,19831122,1983
HEALTHCARE SERVICES,19831122,1976
J.B. HUNT,19831122,1961
MEDICARE-GLASER,19831122,1976
PREFERRED FINANCIAL,19831122,1959
SHORELINE SAVINGS,19831122,1953
SPENDTHRIFT FARMS,19831122,1937
STARTEL CORPORATION,19831122,1980
SUNRISE MEDICAL,19831122,1978
WORLCO DATA SYSTEMS,19831122,1969
DELCHAMPS INC.,19831123,1921
PRO-MED CAPITAL,19831123,1983
TACO VILLA INC.,19831125,1973
ATLANTIC FEDERAL,19831129,1952
VODAVI TECHNOLOGY,19831129,1983
AMOSKEAG BANK,19831130,1900
ASHTON-TATE,19831130,1980
CHARGIT INC.,19831130,1974
DICEON ELECTRONICS,19831130,1980
FIRST FED. OF MICHIGAN,19831201,1933
FIRST SAVINGS OF FL,19831201,1957
K MED CENTERS,19831201,1982
SHELBY WILLIAMS,19831201,1976
UNIV. TRADING EXCHANGE,19831201,1983
ENTERTAINMENT PUBLCT.,19831202,1962
PAR PHARMACEUTICALS,19831202,1978
TEMCO HOME HEALTH,19831202,1966
"VMX, INC.",19831202,1980
BEL FUSE,19831206,1949
ENTRE COMPUTER,19831206,1981
HOSPITAL STAFFING,19831206,1981
LIBERTY FEDERAL S&L,19831206,1926
MISSISSIPPI VALLEY,19831206,1971
"SUPERTEX, INC.",19831206,1975
UTD. FIN'L BANKING,19831206,1983
A.A. IMPORTING,19831207,1980
CERMETEK MICROELEC.,19831207,1981
CHARLOTTE CHARLES,19831207,1935
COUSINS HOME,19831207,1983
DEP CORPORATION,19831207,1956
DOCTORS OFFICE,19831207,1981
T.G.I.F. TEXAS,19831207,1979
CERTIFIED COLLATERAL,19831208,1980
CHEROKEE GROUP,19831208,1973
"CLOTHESTIME, INC.",19831208,1974
FIRST FED. CAROLINA,19831208,1933
SUPER RITE FOODS,19831208,1927
TGI FRIDAY'S,19831208,1969
TOFU TIME INC.,19831208,1981
COMPAQ COMPUTER,19831209,1982
DEVRY INC.,19831209,1966
FIRST FED. SAV. CA,19831209,1929
GREAT WESTERN FED.,19831209,1981
SPIRE CORPORATION,19831212,1969
CALIF. AMPLIFIER,19831213,1981
CINCINNATI MICRO.,19831213,1976
"COAST R.V., INC.",19831213,1977
"FINAL TEST, INC.",19831213,1981
GRAPHIC INDUSTRIES,19831213,1970
GRAPHIC TECHNOLOGY,19831213,1975
US VACATION RESORTS,19831213,1980
ZYGO CORPORATION,19831213,1970
BAKER COMMUNICATION,19831214,1983
BENCH CRAFT INC.,19831214,1976
"BUSINESSLAND, INC.",19831214,1982
CCX NETWORK,19831214,1969
COMPUTER IDENTICS,19831214,1968
CONCEPT DEVELOPMENT,19831214,1981
INT'L TECHNOLOGY,19831214,1926
INTELLIGENETICS,19831214,1980
ALLY & GARGANO,19831215,1962
COMPONENT TECHNOLOGY,19831215,1917
COURIER DISPATCH,19831215,1967
CUCOS INC.,19831215,1981
DWIGHT HEALTH CARE,19831215,1982
FORMASTER CORPORATION,19831215,1981
GRUNTAL FINANCIAL,19831215,1983
HERITAGE FEDERAL S&L,19831215,1934
MCFADDEN VENTURES,19831215,1974
SCB RESTAURANT SYSTEMS,19831215,1980
ARCHIVE CORP.,19831216,1980
CAMBRIAN SYSTEMS,19831216,1977
MEDICINE SHOPPE,19831216,1977
SOONER DEFENSE OF FLORIDA,19831216,1982
"L.J.N. TOYS, LTD.",19831220,1967
MORRIS COUNTY S&L,19831220,1901
"REID-ASHMAN, INC.",19831220,1980
ADVANCED TELECOMM.,19831221,1983
FIRST NORTHERN S&L,19831221,1927
FLEXIBLE COMPUTER,19831221,1983
GREAT LAKES FEDERAL,19831221,1901
ROYAL INT'L OPTIC.,19831221,1971
"NESTOR, INC.",19831222,1975
PLM FINANCIAL SERV.,19831222,1972
ZITEL CORPORATION,19831222,1979
ELDORADO MOTOR CORP.,19840105,1978
CHILI'S INC.,19840106,1977
FLIGHT INT'L. GROUP,19840110,1976
THOR INDUSTRIES,19840110,1980
SPORTO CORP,19840111,1983
AMERICAN INTEGRITY,19840112,1947
"ARRAYS, INC.",19840112,1981
ATHENS FED. S&L,19840112,1929
S.A.Y. INDUSTRIES,19840112,1976
HADCO CORP.,19840117,1966
"IMREG, INC.",19840117,1981
INTERPHASE CORP.,19840117,1977
LANGER BIOMECHANICS,19840117,1971
SURGICAL CARE AFFIL.,19840117,1982
COLUMBIA DATA PROD.,19840118,1975
EPSILON DATA MGMT.,19840118,1970
"MATHBOX, INC.",19840118,1974
MENTOR GRAPHICS,19840118,1981
DUQUESNE SYSTEMS,19840119,1970
EL TORITO RESTAURANT,19840119,1969
INACOMP COMPUTER,19840119,1976
INT'L RECORD CARRIER,19840119,1972
TOP BRASS ENTERPRISE,19840119,1983
FRIES ENTERTAINMENT,19840120,1970
LANDMARK SAVINGS,19840120,1982
MALRITE COMMUNICTNS.,19840120,1956
SIMMONS AIRLINES,19840124,1974
WESTERN FEDERAL S&L,19840124,1936
DIGIGRAPHIC SYSTEMS,19840125,1981
GEORGIA FEDERAL,19840125,1928
HOMECRAFTERS WHRSE.,19840125,1980
HORIZON AIR IND.,19840125,1981
"V BAND SYSTEMS, INC.",19840125,1981
ELAN CORP. PLC,19840126,1969
DAY TELECOMMUNIC.,19840127,1977
WILTON ENTERPRISES,19840127,1980
LIBERTY FEDERAL PA,19840131,1901
SOCIETY FOR SAVINGS,19840131,1901
HOME FEDERAL S&L MD,19840201,1901
"NICO, INC.",19840201,1953
COLUMBIA FEDERAL,19840202,1921
SEACOAST BANKING,19840202,1981
STOCKHOLDER SYSTEMS,19840202,1971
AMERICAN RESTAURANTS,19840203,1977
BOOLE & BABBAGE,19840203,1967
UNION WARREN SAVINGS,19840203,1901
A.L. LABORATORIES,19840207,1975
COLLECTIVE FED. S&L,19840207,1927
AMERICAN FRUCTOSE,19840208,1978
COMMUNITY SHARES,19840208,1926
INERTIA DYNAMICS,19840208,1980
BIO-ANALYTIC LABS.,19840209,1973
TIMBERLINE SYSTEMS,19840209,1979
HEALTH RESOURCES,19840210,1981
LASERMED CORP.,19840214,1982
PYRAMID MAGNETICS,19840214,1978
TELCO SYSTEMS,19840214,1972
ALLIED NURSING CARE,19840215,1980
GRAY & COMPANY,19840215,1981
ROYAL PALM S&L,19840215,1983
INTEGRATED DEVICE TECHN,19840217,1980
EDGEWOOD FILMS,19840221,1983
VIE DE FRANCE,19840223,1974
SCOTT SCIENCE,19840224,1978
WARNER COMPUTER SYS.,19840228,1971
INTERTRANS CORP.,19840229,1978
PATIENT MEDICAL SYS.,19840301,1983
CHURCHILL RECORDS,19840302,1982
GREAT SOUTHERN FED.,19840302,1935
II MORROW INC.,19840308,1982
WESTCHESTER FIN'L,19840308,1983
ALL SEASONS RESORTS,19840313,1982
"CARDIO PET, INC.",19840314,1979
FANON/COURIER U.S.A.,19840314,1981
LILY-TULIP INC.,19840314,1981
BRANIFF INC.,19840315,1983
CHARTER FEDERAL,19840320,1982
SPORTS INFORMATION,19840320,1982
3COM CORP.,19840321,1979
M. KAMENSTEIN INC.,19840321,1962
NY MARINE & GENERAL,19840321,1972
C.O.M.B. CO.,19840322,1968
DIPLOMAT ELECTRONICS,19840322,1964
FIRST FEDERAL (MT),19840322,1955
MICROPRO INT'L,19840322,1978
CENTRAL PA SAVINGS,19840323,1901
UNIFORCE TEMPORARY,19840323,1961
"FCS INDUSTRIES, INC.",19840327,1969
XIDEX MAGNETICS,19840328,1981
BROKERS MORTGAGE,19840329,1949
RUSS BERRIE & CO.,19840329,1967
METROMAIL CORP.,19840405,1979
COMPUTER SYNERGY,19840410,1969
COMPRESSION LABS,19840412,1976
NUTRI-FOODS INT'L,19840412,1976
SCHEDULED SKYWAYS,19840412,1972
ADDITIVE TECHNOLOGY,19840413,1974
LONDON HOUSE,19840417,1975
DOW B. HICKAM,19840418,1961
MEDCO CONTAINMENT,19840418,1983
CLEAR CHANNEL COMM.,19840419,1974
EXCEL INDUSTRIES,19840419,1935
"TOYS PLUS, INC.",19840419,1982
BANKERS FIRST CORP.,19840424,1983
WESTWOOD ONE INC.,19840424,1974
TOTAL ASSETS,19840502,1980
DH TECHNOLOGY,19840503,1977
SAVER'S BANCORP.,19840503,1968
LAM RESEARCH CORP.,19840504,1980
CAPITOL FEDERAL S&L,19840509,1925
ENGINEERED SYSTEMS,19840509,1958
SILVAR-LISCO,19840509,1979
THIS CAN'T BE YOGURT,19840510,1981
AMISTAR CORPORATION,19840511,1971
CHALONE INC.,19840511,1969
FRESHER COOKER,19840511,1978
INVACARE CORP.,19840511,1971
ROCKY MOUNT UNDERGAR,19840511,1959
STEREO VILLAGE INC.,19840511,1977
QUESTECH INC.,19840514,1968
BOWATER INC.,19840517,1964
HOME FED. BANK OF FL,19840518,1954
XTAL CORP.,19840518,1983
SIERRA SPRING WATER,19840522,1960
COMPUSAVE CORP.,19840523,1983
HOME OWNERS FED.,19840524,1937
SUFFIELD SAVINGS,19840524,1901
MICRON TECHNOLOGY,19840601,1978
REUTERS HOLDINGS,19840604,1851
ONE BANCORP,19840605,1901
ZYCAD CORP.,19840605,1981
"MICROSIZE, INC.",19840613,1981
STUARTS DEPT. STORES,19840613,1980
WESTWORLD COMMUNITY,19840613,1982
ALASKA NAT'L BANK,19840614,1940
U.S. MEDICAL ENTER.,19840614,1984
ADVANCED LOGIC SYS.,19840615,1980
ARTHUR J. GALLAGHER,19840620,1927
FIRST FED. BANK,19840620,1955
COMPUTER DEPOT INC.,19840621,1977
CONCORD COMPUTING,19840621,1970
FIRST AMER. FEDERAL,19840622,1955
FLAGLER  BANK CORP.,19840626,1974
PHOENIX MEDICAL,19840628,1978
W.H. BRADY CO.,19840628,1914
"VICOM, INC.",19840629,1975
DISPLAY COMPONENTS,19840702,1971
ALTERNACARE CORP.,19840703,1970
AMER. SHARED HOSPITAL,19840703,1980
COASTAL SAVINGS BANK,19840703,1981
ATLANTIC PERMANENT,19840712,1901
KAPPA NETWORK,19840712,1963
TRANSTECTOR SYSTEMS,19840712,1967
SHOPPERS WORLD,19840716,1975
AUDIO/VIDEO AFFIL.,19840717,1980
"CERADYNE, INC.",19840718,1967
PIONEER FEDERAL S&L,19840719,1933
"WAGS STORES, INC.",19840720,1982
MMI MEDICAL INC.,19840724,1981
HOOPER HOLMES INC.,19840726,1900
EDUDATA CORP.,19840730,1981
CARRIAGE INDUSTRIES,19840801,1969
PAWLING SAVINGS BANK,19840801,1901
SCIENTIFIC MICRO SYS,19840801,1980
NORTHERN DATA SYS,19840802,1974
ALTRON INC.,19840807,1970
JEM RECORDS,19840807,1972
CYBERTEK COMPUTER,19840808,1969
WILAND SERVICES INC.,19840808,1971
ANGIOMEDICS INC.,19840809,1983
CHIEF AUTOMOTIVE,19840809,1972
COMPUTER DOCTOR,19840809,1982
FUR VAULT INC.,19840809,1967
MASS. COMPUTER CORP.,19840809,1981
OPTROTECH LTD.,19840809,1981
MTV MUSIC NETWORK,19840810,1980
LASER CORP.,19840813,1970
ENTEX ENERGY DEVELOP LTD,19840814,1984
NATIONAL PIZZA CO.,19840814,1974
AMERICAN HEALTHCARE,19840817,1978
PERPETUAL AMER. BANK,19840817,1901
DURAKON INDUSTRIES,19840823,1979
"UNITED TOTE, INC.",19840823,1980
JOHN O. BUTLER CO.,19840828,1949
NERCO INC.,19840828,1977
LESCO INC.,19840829,1962
INFINITE GRAPHICS,19840905,1969
ESSELTE BUSINESS,19840906,1975
CITISOURCE INC.,19840910,1983
SARATOGA ST'DBRED,19840910,1981
CADBURY SCHWEPPES,19840911,1897
DIRECT ACTION MKTG.,19840911,1975
CENTRAL JERSEY SAV.,19840913,1901
CRAZY EDDIE INC.,19840913,1975
P. LEINER NURITION,19840913,1979
D'LITES OF AMERICA,19840919,1978
LEWIS GALOOB TOYS,19840927,1957
ADIA SERVICES,19841001,1972
INMED CORP.,19841003,1973
SCIENTIFIC COMMUN.,19841004,1970
WYSE TECHNOLOGY,19841004,1981
HARRIS GRAPHICS,19841010,1982
IPC COMMUNICATIONS,19841012,1973
CABLE ADVERTISING,19841016,1982
WILFRED AMERICAN EDUCATIONAL,19841016,1924
EL POLLO ASADO INC.,19841017,1983
UNITED HEALTHCARE,19841017,1977
COMSTOCK GROUP INC.,19841019,1904
BALTIMORE BANCORP,19841025,1901
PICTEL CORP.,19841029,1984
JUMPING-JACKS SHOES,19841030,1981
AVIALL INC.,19841031,1973
OCE-VAN DER GRINTEN,19841031,1877
RESTAURANT MGT.SVC,19841101,1966
PREFERRED S & L,19841102,1979
BAY PACIFIC HEALTH,19841108,1979
INST. CLINICAL PHARMACOLOGY,19841108,1980
QMAX TECHNOLOGY,19841108,1975
"GV MEDICAL, INC.",19841113,1983
MCGRATH RENTCORP,19841113,1979
GENERAL AERO PDTS.,19841114,1964
LIEBERMAN ENTRPRSE.,19841114,1937
ARLEY MERCHANDISE,19841115,1947
SOFTWARE PUBLISHING,19841115,1979
SYMBOLICS INC.,19841115,1980
POWER RECOVERY SYS.,19841116,1983
AUTOMATED SYSTEMS,19841120,1969
ROBERT BRUCE INDUS.,19841120,1964
AUDEC CORP.,19841127,1981
NANOMETRICS INC.,19841128,1975
FIRST COLONIAL BANK,19841130,1976
KING WORLD PRDCTNS.,19841205,1964
NATIONAL BUS. SYSTEMS,19841206,1972
STAR TECHNOLOGIES,19841206,1981
TRIO-TECH INT'L,19841206,1958
EARTHWORM TRACTOR,19841210,1965
FREEDOM FEDERAL S&L,19841211,1927
ROSS INDUSTRIES,19841211,1968
"ACTION PACKETS, INC.",19841212,1981
"HOWTEK, INC.",19841213,1984
CATALYST ENERGY,19841214,1982
OPTICAL SPECIALITIES,19841218,1978
AST RESEARCH,19841220,1980
GENERAL METAL,19841220,1982
AMER. BUSINESSPHONES,19841221,1980
COMMERCIAL FEDERAL,19841221,1933
WESTERN HEALTH PLANS,19841221,1979
Centrafarm Group NV,19850114,1956
Video Display,19850115,1975
NuVision,19850117,1952
Praxis Pharmaceuticals,19850117,1984
Video Image,19850117,1984
PDA Engineering,19850118,1972
ICEE-USA,19850123,1967
Miltope Group,19850123,1975
Western Capital Investment,19850123,1984
American MedCenters,19850124,1984
Britton Lee,19850124,1978
Investment Technologies,19850130,1983
Cardio-Pace Medical,19850131,1981
Sands Regent,19850131,1967
Cellufone,19850207,1984
Fertil-A-Chron,19850211,1983
Data Translation,19850213,1973
Detroit & Northern Savings,19850213,1901
Union Federal Savings & Loan,19850214,1934
Western Federal Savings Bank,19850214,1958
Yukon Energy,19850214,1963
Business Computer Solutions,19850225,1979
First Fed S&L of Kalamazoo,19850227,1900
Pasta and Cheese,19850304,1976
Scientific Measurement Systems,19850305,1976
Salick Health Care,19850306,1972
IP Timberlands LP,19850307,1981
Pizza Transit Authority,19850307,1973
HealthWays Systems,19850308,1984
LSI Lighting Systems,19850312,1983
PT Components,19850313,1981
XL/Datacomp,19850314,1979
Biocraft Laboratories,19850319,1964
American Museum Hist Documents,19850321,1981
Zeus Components,19850321,1969
Herman's Sporting Goods,19850322,1964
International American Homes,19850322,1983
Datron Systems,19850326,1969
Systems Technology Associates,19850326,1966
Crown Rotational,19850402,1976
Occupational Medical of Am,19850404,1980
Encore Computer,19850410,1983
Zeta Laboratories,19850410,1968
Sierra Health Services,19850411,1972
Bar/Code,19850412,1982
Perle Systems Ltd,19850415,1976
Bridge Communications,19850418,1981
R2,19850418,1978
Sonex Research,19850418,1980
Techdyne,19850418,1976
Freeport McMoRan Energy Ptnrs,19850419,1967
Enserch Exploration Partners,19850423,1909
Modulaire,19850423,1971
Bush Industries,19850424,1959
Exposaic Industries,19850425,1959
Bucknell Industries,19850501,1973
Oshkosh B'Gosh,19850502,1900
Sporting Life,19850502,1978
Digital TranService,19850503,1983
AmeriCare Health Corp,19850508,1978
InterVoice,19850508,1982
Sbarro,19850508,1959
Carver,19850509,1900
Highland Superstores,19850509,1947
Nichols Institute,19850510,1971
Computer Telephone,19850513,1980
Eye Care Centers of America,19850513,1984
Technology 80,19850514,1980
CFS Financial,19850515,1984
Central Sprinkler,19850517,1926
Kay Jewelers,19850522,1916
Anitec Image Technology,19850523,1981
PacifiCare Health Systems,19850523,1984
Intermark Gaming International,19850524,1985
Tri-Star Pictures,19850524,1983
Marcom Telecommunications,19850529,1979
VM Software,19850529,1981
Occidental Neb Fed Svgs Bank,19850530,1900
Luskin's,19850603,1948
Circadian,19850606,1979
Amer Video Teleconferencing,19850610,1981
Bank of Darien,19850610,1985
Lancer,19850611,1969
"Citizens Financial Group,RI",19850612,1984
Braintree Savings,19850613,1900
Guaranty Bancshares,19850613,1984
International Container Sys,19850613,1980
Roto-Rooter,19850613,1936
DEST,19850619,1970
Consolidated Stores,19850620,1983
PACE Membership Warehouse,19850620,1983
Brentwood Instruments,19850621,1977
Town & Country Jewelry Mfg,19850621,1955
MegaCom,19850625,1983
Apple Bank for Savings,19850626,1901
ENSECO,19850627,1973
Freeport McMoRan Gold,19850627,1976
Newmark & Lewis,19850627,1924
American Technical Ceramics,19850628,1966
Autodesk,19850628,1982
Sunworld International Airways,19850628,1981
Comtrex Systems,19850701,1981
Wall to Wall Sound & Video,19850701,1959
Kinetic Design Systems,19850708,1983
Entertainment Marketing,19850710,1981
WNS,19850710,1968
Carolyn Bean Publishing,19850711,1979
Intermet,19850712,1970
Pawnee Industries,19850717,1964
Seaman Furniture,19850717,1933
American City Business Journal,19850718,1985
Dimensional Medicine,19850718,1982
Geodynamics,19850718,1967
GridComm,19850718,1984
National Guardian,19850719,1981
Barrister Information Systems,19850723,1972
SPI-Suspension and Parts Ind,19850723,1950
Iverson Technology,19850724,1985
Reebok International,19850726,1979
